store_id, x, yaxis,storetype, ,APPLES, BANANAS,GRAPESG,MELONCA,ORANGES,CARROTS,CELERY,GREENPE,LETTUCE,ONIONS,TOMATOES,POTATOES,ORANGES1,PEACHES,VEGETABL,MUSHROOM,SPAGHETT,TOMATOS,ORANGEJ,BROCCOLI,GREENBE,GREENPE1,FRENCHF,BREADW,BREADW1,HAMBURGE,ROLLSD,FRENCHO,BAGELS,BREADCR,READY_TO,READY_TO1,FLOURW,MACARONI,NOODLES,POPCORN,RICEWH,SPAGHETT1,MILK1_,MILKWH,CHEESE,CHEESE1,CHEESE2,EVAPORAT,BEEFGR,CHICKEN,CHICKEN1,TURKEY,PORKGR,TURKEY1,EGGSGR,FISHFL,TUNAFIS,BEANSG,BEANSK,BEANSB,MARGARIN,SHORTENI,SALADDR,VEGETABL1,SUGARB,SUGARP,SUGARW,JELLYG,MOLASSES,PANCAKE,CHOCOLAT,FRUITDR,FUDGESIC,BAKINGP,BAKINGS,CHILEPO,CINNAMON,CUMIN,ONIONPO,GARLICP,ITALIAN,OREGANO,PAPRIKA,BLACKPE,SALTAN,VANILLA,CHICKEN2,CATSUP,SOYSAUC,LEMONJU,GELATIN,CHOCOLAT1
141,-88.526817,30.368462,convience,0,0,0,2.18731,0,0,0,1.95222,0,0,0,0,2.95667,0.9754,0,0.780572,0,1.45208,0.474666,0,0,0,0,1.94823,1.564,1.866,1.782,2.55267,0,3.048,0,3.01,3.00534,0,1.58675,0,1.79508,2.70783,1.62292,3.77,3.77,2.732,1.55124,0,1.27923,3.1728,0,0,0,0,0,1.92,4.2575,1.006,0,1.22271,1.75,1.10646,0,3.012,2.742,1.98,2.08462,2.778,2.04772,2.693,2.496,2.19808,2.552,2.4236,1.96943,0,0,1.54167,2.01252,0,2.46543,1.36615,1.54911,0,1.48812,0.559836,4.019,0,2.062,1.736,1.97871,0,4.16954
142,-88.524891,30.377845,convience,0,0,0.635554,0,0,0,0,0,1.956,2.08467,1.39343,2.22366,0,1.0586,1.91002,0,0,1.47243,0,0,1.46589,0,0,1.94096,1.564,1.866,1.782,2.55267,0,3.048,0,3.01,3.02783,2.226,1.60303,1.624,1.79508,2.62391,1.62309,3.77,3.77,2.732,0,3.30826,1.27923,3.1728,2.3375,1.82,2.664,0,4.28193,1.92,4.2575,1.006,1.10173,1.22271,0,1.10646,3.80939,3.012,2.742,1.98,2.08462,2.778,2.06389,0,0,2.19917,2.552,2.4236,0,0.673727,0,1.54167,0,0,2.46543,0,0,0,1.48816,0.637025,0,1.3838,2.062,1.736,1.97871,0,4.16954
143,-88.520684,30.388987,convience,0,1.03912,0,0,0,2.05756,0,1.95222,1.956,2.08467,0,0,2.95667,0,0,0.780572,1.02186,1.52216,0,0,0,0,0,1.93223,1.564,1.866,1.782,0,2.4145,0,1.392,3.01,3.07572,2.226,1.65105,0,0,2.46863,1.62341,3.77,3.77,0,0,0,0,0,0,0,0,0,0,0,0,1.006,0,1.22271,0,1.10646,0,3.012,2.742,1.98,2.08462,2.778,2.09351,0,2.496,2.20275,2.552,0,0,0.674415,1.29309,0,2.00613,1.57873,0,0,0,2.0532,1.48822,0.769002,4.019,0,2.062,1.736,0,1.2092,4.16954
144,-88.516433,30.385269,convience,0,1.03899,0.635554,2.2185,1.97933,0,0,0,0,0,1.39343,0,0,1.23908,2.11475,0.780572,1.02196,1.53032,0,0,1.47542,0,0,0,1.564,1.866,1.782,0,2.4145,3.048,0,3.01,3.11057,2.226,1.66109,0,1.79508,2.467,1.62348,0,3.77,2.732,0,3.30335,0,3.1728,0,0,0,0,0,1.92,0,1.006,1.1025,1.22271,0,1.10646,3.83654,3.012,0,1.98,0,2.778,2.09445,0,0,2.20351,2.552,0,0,0,0,0,0,1.57873,0,1.382,0,2.0532,1.48823,0.793395,0,0,2.062,0,0,1.2092,0
147,-88.525867,30.366862,grocery,0,0,0.616,1.93302,1.42871,1.34694,1.69759,1.2715,2.20112,1.64583,1.65492,0,2.48686,0.900182,1.46433,0,1.03073,1.66417,0.655333,0,1.52771,1.4618,1.32114,2.4355,1.19498,2.50128,1.62467,0,2.599,0,1.40733,0,1.9053,2.08333,1.01567,0,1.039,3.75129,1.26117,4.1024,3.917,2.7571,0,2.97287,1.01291,0,0,0,3.4015,0,3.33312,1.878,0,0.792,0.795566,0.7662,0,0,2.62096,0,3.04333,1.37218,1.57691,2.3105,1.60867,0,1.89625,2.56956,0,2.583,0,1.21633,0,0.926727,2.68897,0.938,0.964836,0.80037,2.59317,1.1376,1.78927,0.455094,0,2.98,2.052,1.75491,1.92156,0,3.874
148,-88.518159,30.383925,superstore,52,0.99,0.79,1.99,1.2,0.5,0.99,1.25,1.69,2.99,0.76,1.99,1.99,0.99,1.49,0,1.09,1.19,0.29,1.46,1.39,1.39,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,3.69,3.77,1.89,3.77,1.39,2.99,0.98,1.69,2.09,2.58,5.39,0,0,0,0,0,0,0,0,0,0,1.09,1.09,3.77,1.39,2.99,1.49,3,1.96,2.69,1.793571,0.59,0.51,2.45,5.31,0,0,8.4,2.35,6.82,2.29,0.49,0,0,0,0,0,0,0
148,-88.52585,30.368714,grocery,0,1.2624,0.616,0,0,0,1.70393,0,0,1.63366,1.65812,0,2.48686,0.900182,1.46433,0,0,1.66417,0,0,1.52771,0,1.32114,2.4355,1.19824,2.49509,1.62467,2.21646,2.599,2.96506,0,1.966,1.9062,2.08333,1.01567,0,1.03993,0,1.26117,4.1024,3.917,2.76247,2.56371,2.98338,1.01291,3.4625,2.4815,1.75286,0,0,3.33312,1.878,4.45735,0.792,0,0.7662,0,1.154,2.62365,2.03491,3.04333,0,1.57691,2.3105,1.60867,3.01204,1.89625,0,1.7324,2.583,0,1.21633,0.600182,0.926727,0,0.938,0.964737,0.807588,2.59317,1.1376,1.78927,0.46016,0,2.98,2.052,1.75491,1.92156,1.35543,3.874
149,-88.551168,30.371863,grocery,50,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0.65,1.25,0,0,0,0,0,2.25,1.15,2.85,1.25,0,0,0,0,1.95,1.95,1.85,1,1,1,4,1,0,3.6,2.75,0,0,1.15,0,0,0,0,0,3.25,1.9,0,0.65,0,0.6,0,0,2,1,2.5,1,1.5,2.25,2,0,1.85,2.65,0,2,0,2.99,0.5,0.5,3,0.5,0.5,0.5,2.25,0.5,1.85,0.47,1,1.25,1.25,1.5,1.25,0,2.75
150,-88.546003,30.354827,grocery,55,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.35,0,0,1,0.55,0,0,0,0,0,1.15,2.85,1.25,0,3.29,0,0,1.29,1.29,1.85,1,1,1,4,1,0,3.85,2.5,2.65,2.75,0.95,3,5.5,0,0,3.7,3.25,1.9,0,0.65,0,0.65,0.75,0,2.25,2.45,2.65,1.5,1.5,2.25,1,0,1.85,2.65,2.7,3,0,0.5,0.5,0.5,3,0.5,0.75,0.5,2.25,0.5,1.85,0.4,1,0,1,1.5,0,0,2.75
151,-89.264485,30.379595,convience,0,0,0.69,2.69215,2.07733,0,0,0,0,0,1.72371,0,2.31,1.09037,1.66294,0,1.1011,1.764,0.6796,0,1.92925,2.138,0,0,1.854,0,0,0,0,0,0,3.11,2.20102,2.18,1.356,0,1.516,2.774,0,0,3.894,4.364,0,0,0,3.984,2.75,1.65,2.316,0,3.11598,2.054,5.9775,1.192,0.993684,0.912,1.30673,0,0,3.226,0,0,0,3.114,2.06449,0,0,2.55723,2.718,3.298,0,0.645752,1.416,0,0,1.854,0,1.734,2.422,0,2.15623,0.497936,0,2.034,2.034,1.754,2.682,0,0
151,-89.262567,30.321801,convience,52,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0.4,0.65,1.25,0,0,0,0,0,2.5,1.15,2.85,1.25,1.25,0,0,0,1.85,1.85,1.78,1,1,1,1,1,3.85,3.85,2.75,0,0,0,0,0,0,0,0,3.25,1.9,0,1.25,0,0.67,0.6,1.1,2,3,2.65,1.5,1.5,2.25,1,0,1.85,2.65,2,2,0,0.5,0.5,0.5,3,0.5,0.75,0.5,0,0.5,1.95,0.4,2.5,0,1,1.35,0,0,2.75
152,-89.344465,30.409181,convience,0,0,0,0,2.07733,2.61556,0,1.92022,0,1.48467,0,1.63463,2.23867,1.37146,1.80008,0,0,2.24045,0,0,1.95727,0,2.16875,0,2.17,2.41,2.17,2.082,0,3.094,2.0902,0,2.58972,0,1.3824,1.522,1.432,3.26117,1.67029,4.442,4.182,0,0,4.70278,1.432,3.862,0,0,0,0,4.64161,2.03,5.9775,1.424,0,0,0,1.404,3.71298,3.514,0,1.612,1.652,0,2.62744,0,3.002,2.61952,2.726,0,0,0.802909,0,1.752,0,0,2.742,1.892,0,0,3.16182,0.555416,3.872,2.082,1.742,1.782,2.77,0,2.822
153,-89.410957,30.551018,convience,0,1.52308,0,0,0,2.61556,0,1.92022,0,0,0,1.70246,0,0,1.74986,0,0,2.084,0,1.816,0,0,0,2.6245,1.97581,0,1.93558,0,0,3.094,0,2.23695,2.3328,2.31576,1.46511,0,0,2.9075,1.32278,0,3.77582,3.56662,0,3.3314,1.24523,3.7384,3.02075,0,0,2.17667,4.65818,1.97547,0,1.2948,0,1.10871,1.30673,1.38646,0,0,3.68347,0,0,2.4472,2.24495,0,0,0,2.30956,0,0,0.941425,1.57309,1.59183,2.74752,2.10673,0,0,0,1.7916,3.45141,1.26867,0,0,1.55618,1.78612,2.41471,0,0
154,-89.300027,30.466902,grocery,49,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0.65,0.85,0,0,0,0,0,0,1.15,1.15,1.15,0,0,0,0,1.95,1.85,1.85,1,1,3,1.65,1.35,3.85,3.85,1.35,0,0,0.95,0,0,0,0,0,0,1.5,0,0.8,1,1,1,0,2,2.45,2.65,1.5,1.5,2.25,2,0,1.852,2.65,0,0,0,0.5,0.4,0.5,0,0.5,0.75,0.5,2.25,0.5,1.85,2.5,1,1.25,1,1.5,1.75,0,2.75
155,-89.190487,30.331367,superstore,0,0,0,2.10667,1.46333,0,0,1.54333,0,0,1.1888,0,1.899,0,1.766,0,1.078,1.69333,0.593,1.45724,2.05333,2.227,0,3.36667,1.288,0,0,0,0,3.135,1.235,0,2.93,0,1.09377,0,1.6775,3.102,2.2348,3.948,0,3.53,1.80844,3.58,1.2432,0,0,2.11,1.94571,2.578,3.32889,2.39599,6.37936,1.2436,1.329,1.4468,1.495,1.42333,3.4,2.4276,3.8375,2.07367,0,2.96433,3.03033,2.84,1.73867,2.78518,1.9228,0,0,1.2812,0,1.19333,3.285,0,1,0,2.386,1.963,3.06933,0.687453,4.21241,0,1.107,2.3004,1.64,1.715,0
156,-89.289428,30.586567,convience,0,1.41514,0.684556,2.73405,2.07733,0,1.55785,2.00022,0,0,0,0,0,0,1.49199,0,0.784281,1.536,0,0,0,0,0,2.61525,1.786,2.466,1.736,1.66333,2.73425,0,1.5902,2.046,1.59391,2.072,1.266,0,1.496,0,1.06759,3.874,3.686,0,0,2.50936,0,0,0,0,0,0,3.59594,1.756,0,1.052,0,0.886,0,1.096,0,2.818,2.946,1.324,1.572,2.166,1.6458,0,2.366,0,0,3.076,0,0,0,0,0,1.658,0,1.272,0,0,2.18467,0,1.676,1.6338,1.136,1.516,0,0,0
157,-89.122283,30.559537,convience,0,1.44578,0.69,3.06139,0,0,2.04966,0,2.624,0,0,0,0,0.956,1.596,0,0.744618,1.656,0.682692,1.806,0,2.138,0,0,1.746,2.666,1.676,1.882,0,0,1.99,2.924,1.69657,1.872,1.562,0,0,2.576,1.30185,3.734,3.826,0,2.67293,0,1.298,0,0,0,2.316,0,0,1.772,0,1.076,0,0.904,0,0,2.08055,2.736,2.966,0,0,2.826,1.862,0,2.406,0,0,0,0,0,0,0,3.0425,1.658,0,0,2.422,2.062,1.96432,1.3748,1.556,0,1.796,0,1.97,0,3.984
158,-89.138798,30.666644,convience,0,1.32445,0,0,0,0,0,2.00022,2.624,0,0,0,0,0.956,1.596,0.586286,0.744873,1.656,0,0,0,1.734,1.87675,0,1.746,2.666,0,1.52333,2.73425,0,1.5902,2.924,1.75221,1.872,1.562,0,1.456,2.576,1.30143,3.734,3.826,0,2.75715,2.89445,1.298,0,0,1.799,0,2.17667,2.8968,1.772,0,1.076,0,0.904,1.26673,1.356,2.07655,2.736,2.966,0,0,2.826,1.862,0,0,0,0,3.076,0,0,0,1.116,3.04471,0,0,1.272,2.48111,0,1.96436,1.37147,1.556,1.5358,1.796,1.508,1.97,1.2012,0
159,-89.121774,30.622744,convience,0,1.31668,0,0,0,0,1.98926,0,2.624,0,0,0,2.31,0.956,1.596,0,0,1.656,0,0,0,2.138,2.118,0,1.746,2.666,1.676,1.482,0,0,1.99,2.924,2.15944,1.872,1.562,1.46,1.456,2.576,0,3.734,3.826,0,2.72657,2.89445,0,3.644,0,0,0,0,0,1.772,0,1.076,0,0.904,1.292,0,0,2.736,2.966,1.404,0,2.826,1.862,0,2.406,2.61147,2.436,3.076,1.83743,1.02652,1.036,0,3.04358,0,0,0,0,0,1.96427,1.43098,1.556,1.696,1.796,1.508,1.97,1.182,3.984
160,-89.231492,30.544766,convience,56,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.35,0.56,0.65,2,0,0,0,0,0,2.5,1.15,2.85,1.25,0,0,0,0,1.95,1,1.85,1.95,1.34,1,3,1,3.85,3.85,2.75,0,0.35,1.15,3.95,2.75,0,0,0,3.5,1.9,7.84,0.8,1,0.67,0,1.1,0.14,2.45,2.65,0,0,0.75,1.85,0,1.95,2.65,1.9,4,0,0,0.5,0.5,3,0.5,0.75,0.5,2.25,0.5,1.95,2.5,1,1.25,1,1.5,1.75,0,8.64
161,-89.192453,30.571688,convience,0,1.54421,0,0,0,3.098,1.91277,0,0,0,1.72371,0,0,0.875743,1.55431,0,0.744776,1.65795,0.682692,0,0,2.138,0,2.43215,1.746,2.666,1.676,0,0,0,0,2.924,1.59767,0,1.56229,0,0,2.576,1.30154,3.994,3.826,3.836,0,0,0,3.644,0,1.65,2.316,0,2.89673,1.772,5.9775,1.076,0,0.904,1.30673,0,0.901829,2.736,2.966,0,1.592,2.826,1.86177,2.873,2.406,2.60644,2.436,0,0,0.826115,1.036,1.116,0,0,1.186,0,2.422,0,1.96492,2.05283,1.556,0,1.796,0,1.97,0,3.984
162,-89.251479,30.54476,convience,0,0,0.69,0,0,0,0,0,0,1.522,1.72371,0,0,0.740661,1.48766,0.842,0.745249,1.88283,0,1.806,1.85929,0,0,2.48943,1.846,2.566,0,0,2.808,0,1.99,2.962,1.58071,2.012,1.59569,1.46,0,2.60719,1.34549,3.874,3.766,0,0,0,1.298,3.324,0,0,0,0,3.01865,0,0,1.052,1.19059,0,1.30673,1.356,0.455499,2.838,0,1.324,1.572,2.666,1.78973,2.873,2.466,0,2.598,3.076,1.68486,0.825272,0,1.116,3.04595,0,1.346,1.52,2.422,1.742,2.34434,2.33457,0,1.794,1.756,1.508,1.97,1.2212,0
163,-89.38782,30.302714,convience,0,0,0,0,0,2.61556,1.39193,1.92022,0,0,1.72371,1.63463,0,1.58629,1.67229,0,1.22368,2.82052,0,0,0,2.186,0,0,2.07,2.57,2.27,0,2.57225,0,0,2.57,2.75387,0,1.54269,1.569,1.432,2.87731,1.68496,4.722,4.454,0,2.37311,4.48165,0,0,0,0,2.316,0,4.3505,2.03,0,1.324,0,0,1.30673,0,0,3.492,3.73,0,1.61,0,2.59289,0,3.23,2.62069,2.726,3.0616,0,0,0,1.87,2.66163,2.10673,2.79,1.80382,2.40111,2.032,3.2175,0.975091,0,2.1698,1.802,0,2.51,0,2.90154
164,-89.380023,30.305554,superstore,65,1.5,0,2.75,2,2,0.67,0,0,0,0,0.67,3,0.6,2,0.6,0.65,1.25,0.55,0,0,0,0,0,1.15,2.85,1.25,0,0,0,0,1.95,1.95,1.75,0.5,1,1,1.65,1,3.85,3.85,2.75,0,0,0.85,3,0,0,0,0,3.25,1.9,6.38,0.8,1.75,0.75,0.6,1.1,2,1,2.65,1.5,1.5,2.25,3.35,0,1.85,3,1,2,1.793571,0.5,0.5,0.5,0,0.5,0.75,0.5,2.25,0.5,1.85,0.4,1,1.25,1,1.5,1.75,0,2.75
165,-89.45105,30.27248,convience,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1.59,0,1.69,0,0,0,0,0,0,1.79,3.09,2.79,0,0,0,0,0,0,1.69,0.99,0,0.89,0,1.05,5.25,5.25,0,0,0,1.19,0,0,0,0,0,1.79,0,0,1.29,0,1.39,0,0,3.89,2.89,1.99,1.19,1.29,3.09,1.99,0,2.99,0,0,0,0,0,0.99,1.09,0,0,0.99,1.29,0,0,2.05,0.85,0,0,1.69,1.99,1.79,1.09,0
166,-89.37841,30.30546,convience,66,2.24,0,0,0,1.43,2.19,1.59,2.56,0.72,1.09,0.674,1.09,1.69,1.49,0,0.89,3.99,0,0,0,3.89,3.09,2.39,2.99,3.29,3.19,3.99,2.98,3.99,3.69,3.99,3.39,2.29,2.29,0,0,2.79,3.29,5.49,5.49,0,0,5.99,1.69,3.99,1.69,0.99,0,0,7.99,1.29,0,1.29,1.19,1.09,0,0,0,3.79,3.99,1.19,1.19,2.89,2.99,0,3.99,2.59,3.99,0,2.09,1.29,0,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,0.99,1.99,2.69,1.49,2.09,3.59,0,0
167,-89.37802,30.30781,convience,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,2.25,2.05,2.99,0,0,0,0,0,0,2.89,3.09,2.79,0,0,0,0,1.69,0,2.65,1.45,0,0,1.69,1.69,0,4.05,0,0,0,1.09,0,0,0,0,0,0,2.69,0,1.79,0,0,0,2.55,3.79,0,5.69,0,0,0,2.59,0,0,0,3.35,0,0,0.85,0,0,0,0,0,0,0,0,7.95,1.05,0,0,2.15,0,0,0,0
169,-88.97466,30.4001,superstore,85,0.98,1,1.58,0,0.75,1.07,0.89,2.88,0.98,0.88,1.68,0.69,0.87,1.72,0,0.58,1.33,0.34,1.46,0.98,0.98,0.99,1.82,0.79,1.34,2.48,1.38,1.5,2.28,0.58,1.78,2.63,1.74,0.95,1.48,0.93,3.18,1,3.28,3.28,3.89,1.76,3.88,1.12,2.5,0.98,2.53,1.86,2.58,2.5,1.64,6.38,0.72,0.66,0.66,1.13,0.78,4.18,1.32,2.82,0.91,0.91,2.78,1.66,2.34,1.78,2.48,1.82,1.88,1.793571,0.56,0.52,0.63,2,0.5,1.26,1.15,1.36,1.88,1.92,0.38,4.64,0,0.67,1.29,1.68,1.24,3.71
168,-88.52604,30.36825,convience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,2.05,2.99,0,0,0,0,0,0,2.89,3.09,2.79,0,0,0,0,0,1.78,2.65,1.45,0,0,1.69,0,4.05,4.05,0,0,0,1.09,0,0,0,0,0,0,2.69,0,1.79,0,0,0,2.55,3.79,0,5.69,0,0,0,2.59,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,7.95,1.05,0,0,2.15,0,0,0,0
